code,name,secondary_name,state,begin_date,end_date,campaign,result,latitude,longitude,coord_source,summary
MO027,Westport,,MO,10/23/1864,10/23/1864,Price's Missouri Expedition,Union Victory,39.03,-94.59444444,Wikidata Q1149869,"Maj. Gen. Sterling Price’s Missouri Expedition had changed course from St. Louis and Jefferson City to Kansas City and Fort Leavenworth. As his army neared Kansas City, Maj. Gen. Samuel R. Curtis’s Army of the Border blocked its way west, while Maj. Gen. Alfred Pleasonton’s provisional cavalry division was closing on their rear. Price decided that he needed to deal with the two Union forces and decided to attack them one at a time. With Pleasonton still behind him, Price chose to strike Curtis at Westport first. Curtis had established strong defensive lines and during a four-hour battle, the C"
MO028,Marmiton River,"Shiloh Creek, Charlot's Farm",MO,10/25/1864,10/25/1864,Price's Missouri Expedition,Union Victory,37.8717,-94.6153,Wikidata Q2889268,"Following the Battle of Mine Creek, Maj. Gen. Sterling Price continued his cartage towards Fort Scott. In late afternoon of October 25, Price’s supply train had difficulty crossing the Marmiton River ford and, like at Mine Creek, Price had to make a stand. Brig. Gen. John S. McNeil, commanding two brigades of Pleasonton’s cavalry division, attacked the Confederate troops that Price and his officers rallied, included a sizable number of unarmed men. McNeil observed the sizable Confederate force, not knowing that many of them were unarmed, and refrained from an all out assault. After about two h"
MO029,Newtonia II,,MO,10/28/1864,10/28/1864,Price's Missouri Expedition,Union Victory,36.8739,-94.1903,Wikidata Q3853836,"Price’s force was in full retreat following its expedition into Missouri. On October 28, 1864, it stopped to rest about two miles south of Newtonia, Missouri. Soon afterward, Maj. Gen. James G. Blunt’s Union troops surprised the Confederates and began to drive them. Brig. Gen. Joe Shelby’s division, including his Iron Brigade, rode to the front, dismounted, and engaged the Yankees while the other Rebel troops retreated towards Indian Territory. Brig. Gen. John B. Sanborn later appeared with Union reinforcements which convinced Shelby to retire. The Union troops forced the Confederates to retre"
MS001,Iuka,,MS,9/19/1862,9/19/1862,Iuka and Corinth Operations,Union Victory,34.7936,-88.2101,Wikidata Q2103752,"Maj. Gen. Sterling Price’s Army of the West main column marched into Iuka, Mississippi, on September 14. Price’s superior, Gen. Braxton Bragg, the commander of the Confederate Army of the Mississippi, who was leading an offensive deep into Kentucky, ordered him to prevent Maj. Gen. William S. Rosecrans’s Army of the Mississippi troops from moving into Middle Tennessee and reinforcing Brig. Gen. James Negley’s division of Maj. Gen. Don Carlos Buell’s Army of the Ohio, which was garrisoning Nashville. Price had about 14,000 men, and he was informed that, if necessary, he could request assistance"
MS002,Corinth II,,MS,10/3/1862,10/4/1862,Iuka and Corinth Operations,Union Victory,34.937569444,-88.5299,Wikidata Q1362021,"After the Battle of Iuka, Maj. Gen. Sterling Price’s Confederate Army of the West marched from Baldwyn to Ripley where it joined Maj. Gen. Earl Van Dorn’s Army of West Tennessee. Van Dorn was senior officer and took command of the combined force numbering about 22,000 men. The Rebels marched to Pocahontas on October 1, and then moved southeast toward Corinth. They hoped to seize Corinth and then sweep into Middle Tennessee. Since the Siege of Corinth, in the spring, Union forces had erected various fortifications, an inner and intermediate line, to protect Corinth, an important transportation "
MS003,Chickasaw Bayou,"Chickasaw Bluffs, Walnut Hills",MS,12/26/1862,12/29/1862,Operations Against Vicksburg,Confederate Victory,32.405555555,-90.847777777,Wikidata Q2632927,"On December 26, 1862, three Union divisions, under Maj. Gen. William T. Sherman, disembarked at Johnson's Plantation on the Yazoo River to approach the Vicksburg defenses from the northeast while a fourth landed farther upstream on the 27th. On the 27th, the Federals pushed their lines forward through the swamps toward Walnut Hills, which were strongly defended. On the 28th, several futile attempts were made to get around these defenses. On December 29, Sherman ordered a frontal assault which was repulsed with heavy casualties. Sherman then withdrew. This Confederate victory frustrated Grant's"
MS004,Grand Gulf,,MS,4/29/1863,4/29/1863,Grant's Operations Against Vicksburg,Confederate Victory,32.02916667,-91.05611111,Wikidata Q2482906,"Rear Adm. David D. Porter led seven ironclads in an attack on the fortifications and batteries at Grand Gulf, with the intention of silencing the Confederate guns and then securing the area with troops of McClernand’s XIII Army Corps who were on the accompanying transports and barges. The attack by the seven ironclads began at 8:00 am and continued until about 1:30 pm. During the fight, the ironclads moved within 100 yards of the Rebel guns and silenced the lower batteries of Fort Wade; the Confederate upper batteries at Fort Cobun remained out of reach and continued to fire. The Union ironcla"
MS005,Snyder's Bluff,Snyder's Mill,MS,4/29/1863,5/1/1863,Grant's Operations Against Vicksburg,Confederate Victory,32.4964,-90.8,Wikidata Q2263606,"To insure that troops were not withdrawn to Grand Gulf to assist Confederates there, a combined Union army-navy force feigned an attack on Snyder’s Bluff, Mississippi. After noon, on April 29th, Lt. Cdr. K. Randolph Breese, with his eight gunboats and ten transports carrying Maj. Gen. Francis Blair’s division, inched up the Yazoo River to the mouth of Chickasaw Bayou where they spent the night. At 9:00 am, the next morning, the force, minus one gunboat, continued upriver to Drumgould’s Bluff and engaged the enemy batteries. During the fighting, Choctaw suffered more than fifty hits, but no cas"
MS006,Port Gibson,Thompson's Hill,MS,5/1/1863,5/1/1863,Grant's Operations Against Vicksburg,Union Victory,31.9557,-91.0228,Wikidata Q2865994,"Maj. Gen. U.S. Grant launched his march on Vicksburg in the Spring of 1863, starting his army south, from Milliken’s Bend, on the west side of the Mississippi River. He intended to cross the river at Grand Gulf, but the Union fleet was unable to silence the Confederate big guns there. Grant then marched farther south and crossed at Bruinsburg on April 30. Union forces came ashore, secured the landing area and, by late afternoon, began marching inland. Advancing on the Rodney Road towards Port Gibson, Grant’s force ran into Rebel outposts after midnight and skirmished with them for around three"
MS007,Raymond,,MS,5/12/1863,5/12/1863,Grant's Operations Against Vicksburg,Union Victory,32.239166666,-90.448611111,Wikidata Q2344929,"Ordered by Lt. Gen. John C. Pemberton, Confederate commander at Vicksburg, Brig. Gen. John Gregg led his force from Port Hudson, Louisiana, to Jackson, Mississippi, and out to Raymond to intercept approaching Union troops. Before dawn on May 12, Maj. Gen. James B. McPherson had his XVII Army Corps on the march, and by 10:00 am they were about three miles from Raymond. Gregg decided to dispute the crossing of Fourteen Mile Creek and arrayed his men and artillery accordingly. As the Yankees approached, the Rebels opened fire, initially causing heavy casualties. Some Union troops broke, but Maj. "
MS008,Jackson,,MS,5/14/1863,5/14/1863,Grant's Operations Against Vicksburg,Union Victory,32.2875,-90.2,Wikidata Q2043320,"On May 9, 1863, Gen. Joseph E. Johnston received a dispatch from the Confederate Secretary of War directing him to ’proceed at once to Mississippi and take chief command of the forces in the field.’ As he arrived in Jackson on the 13th, from Middle Tennessee, he learned that two army corps from the Union Army of the Tennessee’the XV, under Maj. Gen. William T. Sherman, and the XVII, under Maj. Gen. James Birdseye McPherson’were advancing on Jackson, intending to cut the city and the railroads off from Vicksburg. Johnston consulted with the local commander, Brig. Gen. John Gregg, and learned th"
MS009,Champion Hill,Bakers Creek,MS,5/16/1863,5/16/1863,Grant's Operations Against Vicksburg,Union Victory,32.32972222,-90.53027778,Wikidata Q793922,"Following the Union occupation of Jackson, Mississippi, both Confederate and Federal forces made plans for future operations. Gen. Joseph E. Johnston retreated, with most of his army, up the Canton Road, but he ordered Lt. Gen. John C. Pemberton, commanding about 23,000 men, to leave Edwards Station and attack the Federals at Clinton. Pemberton and his generals felt that Johnston’s plan was dangerous and decided instead to attack the Union supply trains moving from Grand Gulf to Raymond. On May 16, though, Pemberton received another order from Johnston repeating his former directions. Pemberto"
MS010,Big Black River Bridge,Big Black,MS,5/17/1863,5/17/1863,Grant's Operations Against Vicksburg,Union Victory,32.346944444,-90.704166666,Wikidata Q2161150,"Reeling from their defeat at Champion Hill, the Confederates reached Big Black River Bridge, the night of May 16-17. Lt. Gen. John C. Pemberton ordered Brig. Gen. John S. Bowen, with three brigades, to man the fortifications on the east bank of the river and impede any Union pursuit. Three divisions of Maj. Gen. John A. McClernand’s XIII Army Corps moved out from Edwards Station on the morning of the 17th. The corps encountered the Confederates behind breastworks and took cover as enemy artillery began firing. Union Brig. Gen. Michael K. Lawler formed his 2nd Brigade, Carr’s Division, which su"
MS011,Vicksburg,,MS,5/18/1863,7/4/1863,Grant's Operations Against Vicksburg,Union Victory,32.343611111,-90.851111111,Wikidata Q1066253,"In May and June of 1863, Maj. Gen. Ulysses S. Grant’s armies converged on Vicksburg, investing the city and entrapping a Confederate army under Lt. Gen. John Pemberton. On July 4, Vicksburg surrendered after prolonged siege operations. This was the culmination of one of the most brilliant military campaigns of the war. With the loss of Pemberton’s army and this vital stronghold on the Mississippi, the Confederacy was effectively split in half. Grant's successes in the West boosted his reputation, leading ultimately to his appointment as General-in-Chief of the Union armies."
MS012,Meridian,,MS,2/14/1864,2/20/1864,Meridian and Yazoo River Expeditions,Union Victory,32.3643098,-88.703656,"OpenStreetMap: Meridian, Lauderdale County, Mississippi, United States","From Vicksburg, Mississippi, Sherman launched a campaign to take the important railroad center at Meridian and, if the situation was favorable, push on to Selma, Alabama, and threaten Mobile. Sherman ordered Brig. Gen. William Sooy Smith to lead a cavalry force of 7,000 men from Memphis, Tennessee, on February 1, 1864, south through Okolona, along the Mobile & Ohio Railroad, and meet the rest of the Union force at Meridian. With the main force of 20,000 men, Sherman set out on the 3rd for Meridian, but made feints toward various other locations. To counter the threat, Confederate President Jef"
MS013,Okolona,,MS,2/22/1864,2/22/1864,Meridian and Yazoo River Expeditions,Confederate Victory,34.0021,-88.7556,Wikidata Q2076671,"From Vicksburg, Mississippi, Sherman launched a campaign to take the important railroad center at Meridian, Mississippi, and if the situation were favorable, to push on to Selma, Alabama, and threaten Mobile. Sherman ordered Brig. Gen. William Sooy Smith to lead a cavalry force of 7,000 men from Memphis, Tennessee, on February 1, 1864, south through Okolona, along the Mobile & Ohio Railroad, and to meet the rest of the Union force at Meridian, on February 10. With the main force of approximately 20,000 men, Sherman set out on the 3rd for Meridian, but made feints on various other locations. Ag"
